"SAMPLEID","PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"2 071123 5 1","Homer",142,"2023-07-11",12,36,"F",51,,9,,"2",,"Private","P1",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 5 10","Homer",172,"2023-07-11",9,3,"M",42,,,,"",,"Private","P1",525901,,2023,7,11,,"Dusky","Pelagic","",0
"2 071123 5 11","Homer",138,"2023-07-11",1,2,"M",40,,,,"",,"Private","P1",525901,,2023,7,11,,"Copper","Demersal","",0
"2 071123 5 12","Homer",138,"2023-07-11",1,3,"F",36,,,,"",,"Private","P1",525901,,2023,7,11,,"Copper","Demersal","",0
"2 071123 5 2","Homer",142,"2023-07-11",12,37,"F",48,,9,,"2",,"Private","P1",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 5 3","Homer",142,"2023-07-11",12,38,"F",49,,9,,"2",,"Private","P1",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 5 4","Homer",142,"2023-07-11",12,39,"M",47,,9,,"2",,"Private","P1",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 5 5","Homer",142,"2023-07-11",12,40,"F",48,,11,,"2",,"Private","P1",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 5 6","Homer",173,"2023-07-11",5,10,"F",47,,,,"",,"Private","P1",525901,,2023,7,11,,"Dark","Pelagic","",0
"2 071123 5 7","Homer",173,"2023-07-11",5,11,"F",30,,,,"",,"Private","P1",525901,,2023,7,11,,"Dark","Pelagic","",0
"2 071123 5 8","Homer",173,"2023-07-11",5,12,"M",39,,,,"",,"Private","P1",525901,,2023,7,11,,"Dark","Pelagic","",0
"2 071123 5 9","Homer",173,"2023-07-11",5,13,"F",36,,,,"",,"Private","P1",525901,,2023,7,11,,"Dark","Pelagic","",0
"2 071123 7 10","Homer",142,"2023-07-11",12,41,"F",47,,9,,"2",,"Private","P3",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 7 11","Homer",142,"2023-07-11",12,42,"F",48,,9,,"2",,"Private","P3",525901,,2023,7,11,,"Black","Pelagic","",0
"2 071123 7 12","Homer",147,"2023-07-11",2,1,"M",30,,,,"",,"Private","P3",525901,,2023,7,11,,"Quill","Demersal","",0
"2 071323 7 1","Homer",145,"2023-07-13",4,1,"F",58,3.2,18,,"2",,"Private","P6",525902,,2023,7,13,,"Yelleye","Demersal","",0
"2 071323 7 2","Homer",172,"2023-07-13",10,1,"F",45,2.5,,,"",,"Private","P6",525902,,2023,7,13,,"Dusky","Pelagic","",0
"2 071323 8 11","Homer",142,"2023-07-13",13,1,"M",51,,10,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 12","Homer",142,"2023-07-13",13,2,"M",55,,30,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 13","Homer",142,"2023-07-13",13,3,"F",48,,9,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 14","Homer",142,"2023-07-13",13,4,"F",42,,10,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 15","Homer",142,"2023-07-13",13,5,"M",41,,9,9,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 16","Homer",142,"2023-07-13",13,6,"M",43,,9,9,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 17","Homer",142,"2023-07-13",13,7,"",47,,9,9,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","",0
"2 071323 8 18","Homer",142,"2023-07-13",13,8,"M",55,,,,"I",,"Charter","WEST CAPE",515903,,2023,7,13,,"Black","Pelagic","illegible",0
"2 071323 8 19","Homer",149,"2023-07-13",1,1,"F",26,,,,"",,"Charter","WEST CAPE",515903,,2023,7,13,,"China","Demersal","",0
"2 071323 8 20","Homer",149,"2023-07-13",1,2,"F",37,,,,"",,"Charter","WEST CAPE",515903,,2023,7,13,,"China","Demersal","",0
"2 071323 8 3","Homer",145,"2023-07-13",4,2,"F",61,,26,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Yelleye","Demersal","",0
"2 071323 8 4","Homer",145,"2023-07-13",4,3,"M",57,,23,,"2",,"Charter","WEST CAPE",515903,,2023,7,13,,"Yelleye","Demersal","",0
"2 071623 5 5","Homer",142,"2023-07-16",14,1,"F",48,2,9,9,"2",,"Private","P3",515937,,2023,7,16,,"Black","Pelagic","",0
"2 071623 5 6","Homer",142,"2023-07-16",14,2,"F",45,2.6,9,,"2",,"Private","P3",515937,,2023,7,16,,"Black","Pelagic","",0
"2 071623 5 7","Homer",142,"2023-07-16",14,3,"M",47,1.9,9,,"2",,"Private","P3",515937,,2023,7,16,,"Black","Pelagic","",0
"2 072023 1 11","Homer",147,"2023-07-20",3,1,"F",46,1.6,,,"",,"Charter","STORM PETREL",525931,,2023,7,20,,"Quill","Demersal","",0
"2 072023 1 12","Homer",154,"2023-07-20",15,1,"",38,1.3,22,,"1",,"Charter","STORM PETREL",525931,,2023,7,20,,"DuskyDrk","Pelagic","Not Black RF",0
"2 072023 1 13","Homer",142,"2023-07-20",15,2,"F",50,,9,,"2",,"Charter","STORM PETREL",525931,,2023,7,20,,"Black","Pelagic","",0
"2 072023 1 16","Homer",154,"2023-07-20",15,3,"M",39,,11,,"2",,"Charter","STORM PETREL",525931,,2023,7,20,,"DuskyDrk","Pelagic","Not Black RF",0
"2 072023 2 10","Homer",142,"2023-07-20",15,4,"M",45,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 11","Homer",142,"2023-07-20",15,5,"F",51,,16,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 12","Homer",142,"2023-07-20",15,6,"F",47,,9,9,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 13","Homer",142,"2023-07-20",15,7,"F",49,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 14","Homer",142,"2023-07-20",15,8,"M",45,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 15","Homer",142,"2023-07-20",15,9,"M",43,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 16","Homer",142,"2023-07-20",15,10,"M",40,,7,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 17","Homer",142,"2023-07-20",15,11,"M",46,,9,9,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 18","Homer",142,"2023-07-20",15,12,"F",44,,7,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 19","Homer",142,"2023-07-20",15,13,"F",48,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 20","Homer",142,"2023-07-20",15,14,"M",53,,26,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 21","Homer",142,"2023-07-20",15,15,"M",48,,10,10,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 22","Homer",142,"2023-07-20",15,16,"M",49,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 23","Homer",142,"2023-07-20",15,17,"M",47,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 24","Homer",142,"2023-07-20",15,18,"M",43,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 25","Homer",142,"2023-07-20",15,19,"F",49,,10,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 26","Homer",142,"2023-07-20",15,20,"M",42,,9,,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 2 27","Homer",142,"2023-07-20",15,21,"F",48,,9,9,"2",,"Charter","MISTY",515907,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 1","Homer",147,"2023-07-20",3,2,"M",46,,,,"",,"Charter","BAIT BALL",515903,,2023,7,20,,"Quill","Demersal","",0
"2 072023 3 10","Homer",142,"2023-07-20",15,30,"F",49,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 11","Homer",142,"2023-07-20",15,31,"F",46,,10,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 12","Homer",142,"2023-07-20",15,32,"F",43,,7,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 13","Homer",142,"2023-07-20",15,33,"M",44,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 14","Homer",142,"2023-07-20",15,34,"M",47,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 15","Homer",154,"2023-07-20",15,35,"F",44,,21,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"DuskyDrk","Pelagic","Not Black RF",0
"2 072023 3 16","Homer",142,"2023-07-20",15,36,"M",49,,9,9,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 17","Homer",142,"2023-07-20",15,37,"F",48,,9,9,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 18","Homer",142,"2023-07-20",15,38,"M",45,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 19","Homer",147,"2023-07-20",3,3,"F",44,,,,"",,"Charter","BAIT BALL",515903,,2023,7,20,,"Quill","Demersal","",0
"2 072023 3 2","Homer",142,"2023-07-20",15,22,"M",43,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 3","Homer",142,"2023-07-20",15,23,"M",45,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 32","Homer",142,"2023-07-20",15,39,"M",44,,8,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 4","Homer",142,"2023-07-20",15,24,"F",48,,8,8,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 5","Homer",142,"2023-07-20",15,25,"F",47,,9,9,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 6","Homer",142,"2023-07-20",15,26,"M",46,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 7","Homer",142,"2023-07-20",15,27,"M",46,,9,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 8","Homer",142,"2023-07-20",15,28,"M",44,,10,,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072023 3 9","Homer",142,"2023-07-20",15,29,"M",43,,9,9,"2",,"Charter","BAIT BALL",515903,,2023,7,20,,"Black","Pelagic","",0
"2 072223 2 3","Homer",142,"2023-07-22",16,1,"F",54,,15,,"2",,"Private","P2",515904,,2023,7,22,,"Black","Pelagic","",0
"2 072223 2 4","Homer",142,"2023-07-22",16,2,"F",51,,10,10,"2",,"Private","P2",515904,,2023,7,22,,"Black","Pelagic","",0
"2 072223 2 5","Homer",145,"2023-07-22",5,1,"F",67,,24,,"2",,"Private","P2",515904,,2023,7,22,,"Yelleye","Demersal","",0
"2 072223 2 6","Homer",142,"2023-07-22",16,3,"F",49,,9,9,"2",,"Private","P2",515904,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 1","Homer",142,"2023-07-22",16,4,"F",48,,10,10,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 2","Homer",142,"2023-07-22",16,5,"M",44,,9,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 3","Homer",142,"2023-07-22",16,6,"F",47,,9,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 4","Homer",142,"2023-07-22",16,7,"M",46,,9,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 5","Homer",142,"2023-07-22",16,8,"F",47,,9,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 6","Homer",142,"2023-07-22",16,9,"M",45,,9,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072223 3 7","Homer",142,"2023-07-22",16,10,"F",46,,13,,"2",,"Private","P3",515907,,2023,7,22,,"Black","Pelagic","",0
"2 072523 5 10","Homer",142,"2023-07-25",17,7,"F",47,,9,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 7",0
"2 072523 5 11","Homer",142,"2023-07-25",17,8,"M",43,,9,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 8",0
"2 072523 5 12","Homer",142,"2023-07-25",17,9,"F",53,,20,,"1",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 9",0
"2 072523 5 13","Homer",154,"2023-07-25",17,10,"M",45,,22,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"DuskyDrk","Pelagic","Genetic on card 81964 slot 10   Not Black RF",0
"2 072523 5 3","Homer",145,"2023-07-25",6,1,"M",46,,13,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Yelleye","Demersal","Genetic 81965, slot 1",0
"2 072523 5 4","Homer",142,"2023-07-25",17,1,"F",58,,31,,"1",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 1",0
"2 072523 5 5","Homer",142,"2023-07-25",17,2,"M",43,,9,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 2",0
"2 072523 5 6","Homer",142,"2023-07-25",17,3,"M",56,,28,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 3",0
"2 072523 5 7","Homer",142,"2023-07-25",17,4,"F",42,,9,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 4",0
"2 072523 5 8","Homer",154,"2023-07-25",17,5,"F",44,,25,,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"DuskyDrk","Pelagic","Genetic on card 81964 slot 5    Not Black RF",0
"2 072523 5 9","Homer",142,"2023-07-25",17,6,"F",44,,8,8,"2",,"Charter","STORM PETREL",515905,,2023,7,25,,"Black","Pelagic","Genetic on card 81964 slot 6",0
"2 072623 1 1","Homer",142,"2023-07-26",18,1,"F",43,,7,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 1",0
"2 072623 1 10","Homer",142,"2023-07-26",18,10,"M",51,,32,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 10",0
"2 072623 1 11","Homer",142,"2023-07-26",18,11,"F",47,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 12","Homer",142,"2023-07-26",18,12,"M",41,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 13","Homer",142,"2023-07-26",18,13,"F",50,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 14","Homer",142,"2023-07-26",18,14,"F",47,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 15","Homer",142,"2023-07-26",18,15,"M",47,,10,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 16","Homer",142,"2023-07-26",18,16,"F",46,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 17","Homer",142,"2023-07-26",18,17,"M",44,,9,9,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 18","Homer",142,"2023-07-26",18,18,"M",43,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 19","Homer",142,"2023-07-26",18,19,"F",51,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 2","Homer",142,"2023-07-26",18,2,"F",46,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 2",0
"2 072623 1 20","Homer",142,"2023-07-26",18,20,"F",41,,9,9,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 21","Homer",154,"2023-07-26",18,21,"",34,,10,,"2",,"Charter","MISTY",515907,,2023,7,26,,"DuskyDrk","Pelagic","Not Black RF",1
"2 072623 1 22","Homer",142,"2023-07-26",18,22,"M",42,,9,9,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 23","Homer",142,"2023-07-26",18,23,"",43,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","",1
"2 072623 1 24","Homer",154,"2023-07-26",18,24,"M",45,,29,,"2",,"Charter","MISTY",515907,,2023,7,26,,"DuskyDrk","Pelagic","Not Black RF",1
"2 072623 1 3","Homer",142,"2023-07-26",18,3,"M",43,,9,9,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 3",0
"2 072623 1 4","Homer",142,"2023-07-26",18,4,"F",45,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 4",0
"2 072623 1 5","Homer",142,"2023-07-26",18,5,"F",45,,9,9,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 5",0
"2 072623 1 6","Homer",142,"2023-07-26",18,6,"F",47,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 6",0
"2 072623 1 7","Homer",142,"2023-07-26",18,7,"F",43,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 7",0
"2 072623 1 8","Homer",142,"2023-07-26",18,8,"F",48,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 8",0
"2 072623 1 9","Homer",142,"2023-07-26",18,9,"M",49,,9,,"2",,"Charter","MISTY",515907,,2023,7,26,,"Black","Pelagic","Genetics on card 81966, slot 9",0
"2 072623 4 13","Homer",145,"2023-07-26",7,1,"F",72,,39,,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 1",0
"2 072623 4 14","Homer",145,"2023-07-26",7,2,"F",72,,54,,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 2",0
"2 072623 4 15","Homer",145,"2023-07-26",7,3,"F",58,,24,24,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 3",0
"2 072623 4 16","Homer",145,"2023-07-26",7,4,"M",59,,24,25,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 4",0
"2 072623 4 17","Homer",145,"2023-07-26",7,5,"",60,,35,35,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 5",0
"2 072623 4 18","Homer",145,"2023-07-26",7,6,"F",58,,25,,"2",,"Private","P3",515907,,2023,7,26,,"Yelleye","Demersal","Genetics 81937, slot 6",0
"2 072623 5 10","Homer",142,"2023-07-26",18,29,"F",46,,9,,"2",,"Private","P4",515904,,2023,7,26,,"Black","Pelagic","",0
"2 072623 5 5","Homer",149,"2023-07-26",2,1,"F",42,,,,"",,"Private","P4",515904,,2023,7,26,,"China","Demersal","Genetics on 81967, slot 1",0
"2 072623 5 6","Homer",142,"2023-07-26",18,25,"F",48,,9,9,"2",,"Private","P4",515904,,2023,7,26,,"Black","Pelagic","",0
"2 072623 5 7","Homer",142,"2023-07-26",18,26,"M",47,,9,,"2",,"Private","P4",515904,,2023,7,26,,"Black","Pelagic","",0
"2 072623 5 8","Homer",142,"2023-07-26",18,27,"M",46,,9,,"2",,"Private","P4",515904,,2023,7,26,,"Black","Pelagic","",0
"2 072623 5 9","Homer",142,"2023-07-26",18,28,"F",50,,9,9,"2",,"Private","P4",515904,,2023,7,26,,"Black","Pelagic","",0
"2 072723 7 11","Homer",145,"2023-07-27",8,1,"F",49,,18,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Yelleye","Demersal","Genetics 81965, slot 2",0
"2 072723 7 12","Homer",145,"2023-07-27",8,2,"F",68,,36,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Yelleye","Demersal","Genetics 81965, slot 3",0
"2 072723 7 13","Homer",145,"2023-07-27",8,3,"F",65,,35,35,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Yelleye","Demersal","Genetics 81965, slot 4",0
"2 072723 7 14","Homer",145,"2023-07-27",8,4,"F",58,,25,25,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Yelleye","Demersal","Genetics 81965, slot 5",0
"2 072723 7 15","Homer",145,"2023-07-27",8,5,"F",61,,24,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Yelleye","Demersal","Genetics 81965, slot 6",0
"2 072723 7 16","Homer",142,"2023-07-27",19,1,"F",44,,10,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 17","Homer",142,"2023-07-27",19,2,"F",42,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 18","Homer",142,"2023-07-27",19,3,"M",47,,15,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 19","Homer",142,"2023-07-27",19,4,"F",53,,28,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 20","Homer",142,"2023-07-27",19,5,"M",55,,29,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 21","Homer",142,"2023-07-27",19,6,"M",45,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 22","Homer",142,"2023-07-27",19,7,"F",46,,10,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 23","Homer",142,"2023-07-27",19,8,"F",46,,9,9,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 24","Homer",142,"2023-07-27",19,9,"F",58,,29,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 25","Homer",142,"2023-07-27",19,10,"M",49,,16,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 26","Homer",142,"2023-07-27",19,11,"M",43,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 27","Homer",142,"2023-07-27",19,12,"M",53,,31,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 28","Homer",142,"2023-07-27",19,13,"F",44,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 29","Homer",142,"2023-07-27",19,14,"M",46,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 30","Homer",142,"2023-07-27",19,15,"M",47,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 072723 7 31","Homer",142,"2023-07-27",19,16,"F",47,,9,,"2",,"Charter","EARLY RISER",515903,,2023,7,27,,"Black","Pelagic","",0
"2 073023 4 10","Homer",142,"2023-07-30",20,5,"M",53,,31,32,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 073023 4 11","Homer",142,"2023-07-30",20,6,"M",44,1.6,,,"",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","no oto",0
"2 073023 4 12","Homer",142,"2023-07-30",20,7,"F",50,2.4,11,,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 073023 4 6","Homer",142,"2023-07-30",20,1,"F",51,3.2,9,,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 073023 4 7","Homer",142,"2023-07-30",20,2,"F",53,2.6,21,,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 073023 4 8","Homer",142,"2023-07-30",20,3,"F",54,2.9,15,,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 073023 4 9","Homer",142,"2023-07-30",20,4,"F",60,3,18,,"2",,"Private","P4",515905,,2023,7,30,,"Black","Pelagic","",0
"2 080323 3 10","Homer",142,"2023-08-03",21,1,"F",47,,10,,"2",,"Charter","SEA PREDATOR",515901,,2023,8,3,,"Black","Pelagic","",1
"2 080323 3 6","Homer",149,"2023-08-03",3,1,"M",35,,,,"",,"Charter","SEA PREDATOR",515901,,2023,8,3,,"China","Demersal","Genetics on 81935, slot 1",1
"2 080323 3 7","Homer",149,"2023-08-03",3,2,"F",30,,,,"",,"Charter","SEA PREDATOR",515901,,2023,8,3,,"China","Demersal","Genetics on 81935, slot 2",1
"2 080323 3 8","Homer",149,"2023-08-03",3,3,"F",33,,,,"",,"Charter","SEA PREDATOR",515901,,2023,8,3,,"China","Demersal","Genetics on 81935, slot 3",1
"2 080323 3 9","Homer",148,"2023-08-03",1,1,"M",46,,,,"",,"Charter","SEA PREDATOR",515901,,2023,8,3,,"Tiger","Demersal","Genetics on card 81940, slot 1",1
"2 080323 4 1","Homer",148,"2023-08-03",1,2,"F",35,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Tiger","Demersal","Genetics on card 81940, slot 2",1
"2 080323 4 10","Homer",173,"2023-08-03",6,5,"M",34,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Dark","Pelagic","Gen on card 81944, slot 5",1
"2 080323 4 11","Homer",173,"2023-08-03",6,6,"F",34,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Dark","Pelagic","Gen on card 81944, slot 6",1
"2 080323 4 12","Homer",173,"2023-08-03",6,7,"M",32,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Dark","Pelagic","Gen on card 81944, slot 7",1
"2 080323 4 13","Homer",173,"2023-08-03",6,8,"F",34,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Dark","Pelagic","Gen on card 81944, slot 8",1
"2 080323 4 14","Homer",173,"2023-08-03",6,9,"F",33,,,,"",,"Charter","BOUNTIFUL",515907,,2023,8,3,,"Dark","Pelagic","Gen on card 81944, slot 9",1
