"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","LEN_VER","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNUM","GF_area","LC_area"
"81","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-04,1,NA,11,8,23,1,5,11,"C","00118095","01",700,"STF","",5,NA,1,"Private","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"82","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-04,1,NA,11,8,23,1,5,11,"C","00118095","02",580,"STF","",5,NA,1,"Private","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,58,4.14894698877777,3.57829011234887,4.759125849424,NA,"SSEO","SSEOC"
"83","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-04,1,NA,11,8,23,1,5,11,"C","00118095","03",640,"STF","",5,NA,1,"Private","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEO","SSEOC"
"84","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-05,1,NA,11,8,23,1,2,10,"A","00118171","01",710,"STF","",6,NA,1,"Private","SF",3,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","N_A",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"85","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-05,1,NA,11,8,23,1,2,10,"A","00118171","02",720,"STF","",6,NA,1,"Private","SF",3,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","N_A",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"86","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","01",790,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEO","SSEOC"
"87","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","02",750,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEO","SSEOC"
"88","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","03",710,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"89","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","04",730,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEO","SSEOC"
"90","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","05",920,"STF","",5,NA,1,"Private","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,92,18.497104380677,15.9529649068762,21.2174433261454,NA,"SSEO","SSEOC"
"91","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","06",800,"STF","",5,NA,1,"Private","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEO","SSEOC"
"92","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","07",760,"STF","",5,NA,1,"Private","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"93","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,2,7,9,"C","00117764","08",700,"STF","",5,NA,1,"Private","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"94","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,1,2,10,"C","00118170","01",760,"STF","",1,NA,1,"Private","SF",2,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEOC"
"95","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-06,1,NA,11,8,23,1,1,10,"C","00118170","02",890,"STF","",3,NA,1,"Private","SF",7,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEOC"
"96","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,3,9,"A","00118500","01",910,"STF","",7,NA,2,"Charter","SF",3,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,91,17.8535793395215,15.3979519606891,20.4792761077166,NA,"SSEO","SSEOC"
"97","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,3,9,"A","00118500","02",740,"STF","",7,NA,2,"Charter","SF",3,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEO","SSEOC"
"98","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","03",710,"STF","",7,NA,2,"Charter","SF",4,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"99","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","04",710,"STF","",7,NA,2,"Charter","SF",4,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"100","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","05",720,"STF","",7,NA,2,"Charter","SF",4,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"101","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","06",550,"STF","",7,NA,1,"Private","SF",5,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","N_A",6,55,3.49306205215912,3.01261728261902,4.0067809858833,NA,"SSEO","SSEOC"
"102","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","07",570,"STF","",7,NA,1,"Private","SF",5,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","N_A",6,57,3.92162189915275,3.38223190223092,4.49836842996713,NA,"SSEO","SSEOC"
"103","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,5,9,"A","00118500","08",780,"STF","",7,NA,1,"Private","SF",5,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","N_A",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"104","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,1,9,"A","00118500","09",680,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"105","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,1,9,"A","00118500","10",620,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,62,5.14968021090387,4.44137990441386,5.90703527287044,NA,"SSEO","SSEOC"
"106","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,1,9,"A","00118500","11",640,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEO","SSEOC"
"107","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,1,9,"A","00118500","12",630,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEO","SSEOC"
"108","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,2,12,"D","00111465","01",690,"STF","",7,NA,2,"Charter","SF",NA,"","2C",104300,"10430","104","30","104-30","Cannot Fix","Catch Sampler","LEGAL",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"109","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,2,12,"D","00111465","02",780,"STF","",7,NA,2,"Charter","SF",NA,"","2C",104300,"10430","104","30","104-30","Cannot Fix","Catch Sampler","LEGAL",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"110","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,2,12,"D","00111465","03",680,"STF","",7,NA,2,"Charter","SF",NA,"","2C",104300,"10430","104","30","104-30","Cannot Fix","Catch Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"111","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-08,1,NA,11,8,24,1,2,12,"D","00111465","04",680,"STF","",7,NA,2,"Charter","SF",NA,"","2C",104300,"10430","104","30","104-30","Cannot Fix","Catch Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"112","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-09,1,NA,12,9,24,1,2,11,"C","00118129","01",1130,"STF","",6,NA,2,"Charter","SF",1,"","2C",104350,"10435","104","35","104-35","As written","Creel Sampler","INSIDE",6,113,36.0085259679733,31.0558203756211,41.3042410995761,NA,"SSEO","SSEOC"
"113","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-09,1,NA,12,9,24,1,2,11,"C","00118129","02",600,"STF","",6,NA,2,"Charter","SF",1,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,60,4.63064233543596,3.99373183786951,5.31166334436644,NA,"SSEO","SSEOC"
"114","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-09,1,NA,12,9,24,1,1,11,"C","00118129","03",1650,"STF","",7,NA,1,"Private","SF",2,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","N_A",6,165,122.766299703705,105.880706007487,140.821338989958,NA,"SSEO","SSEOC"
"115","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-09,1,NA,12,9,24,1,1,11,"C","00118129","04",1090,"STF","",7,NA,1,"Private","SF",2,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","N_A",6,109,32.0400392956013,27.633169602028,36.7521155706973,NA,"SSEO","SSEOC"
"116","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-09,1,NA,12,9,24,1,1,12,"D","00111458","01",580,"STF","",2,NA,1,"Private","SF",1,"","2C",103500,"10350","103","50","103-50","","Catch Sampler","N_A",6,58,4.14894698877777,3.57829011234887,4.759125849424,NA,"SSEI","SSEOC"
"117","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,6,11,"C","00118128","01",580,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,58,4.14894698877777,3.57829011234887,4.759125849424,NA,"SSEO","SSEOC"
"118","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,6,11,"C","00118128","02",980,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,98,22.6988404372717,19.5767833424166,26.037121845414,NA,"SSEO","SSEOC"
"119","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,5,11,"C","00118128","03",670,"STF","",3,NA,1,"Private","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEI","SSEOC"
"120","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,5,11,"C","00118128","04",700,"STF","",3,NA,1,"Private","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEOC"
"121","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,5,11,"C","00118128","05",700,"STF","",3,NA,1,"Private","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEOC"
"122","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-10,1,NA,12,9,24,1,5,11,"C","00118128","06",830,"STF","",3,NA,1,"Private","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEOC"
"123","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,10,10,"A","00118163","01",550,"STF","",3,NA,1,"Private","SF",1,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,55,3.49306205215912,3.01261728261902,4.0067809858833,NA,"SSEI","SSEOC"
"124","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,9,10,"A","00118163","02",680,"STF","",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"125","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,9,10,"A","00118163","03",710,"STF","",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"126","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","04",790,"STF","",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEO","SSEOC"
"127","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","05",680,"STF","",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"128","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","06",650,"STF","",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEO","SSEOC"
"129","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","07",660,"STF","",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEO","SSEOC"
"130","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","08",920,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,92,18.497104380677,15.9529649068762,21.2174433261454,NA,"SSEO","SSEOC"
"131","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","09",770,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEO","SSEOC"
"132","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","10",800,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEO","SSEOC"
"133","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,2,7,10,"A","00118163","11",760,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"134","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,1,11,"A","00111594","01",720,"STF","",5,NA,2,"Charter","SF",1,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"135","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,1,11,"A","00111594","02",700,"STF","",5,NA,2,"Charter","SF",1,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"136","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,1,11,"A","00111594","03",1080,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,108,31.0974053397255,26.8201879531908,35.6708499777437,NA,"SSEO","SSEOC"
"137","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,1,11,"A","00111594","04",780,"STF","",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"138","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,2,11,"A","00111594","05",720,"STF","",1,NA,2,"Charter","SF",5,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEOC"
"139","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,2,11,"A","00111594","06",630,"STF","",1,NA,2,"Charter","SF",5,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","LEGAL",6,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEI","SSEOC"
"140","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,2,11,"A","00111594","07",650,"STF","",1,NA,2,"Charter","SF",5,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","LEGAL",6,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEI","SSEOC"
"141","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-11,1,NA,12,9,24,1,2,11,"A","00111594","08",650,"STF","",1,NA,2,"Charter","SF",5,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","LEGAL",6,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEI","SSEOC"
"142","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,2,7,9,"C","00118496","01",830,"STF","",2,NA,1,"Private","SF",2,"","2C",103500,"10350","103","50","103-50","","Creel Sampler","N_A",6,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEOC"
"143","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,2,7,9,"C","00118496","02",680,"STF","",2,NA,1,"Private","SF",2,"","2C",103500,"10350","103","50","103-50","","Creel Sampler","N_A",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEOC"
"144","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,2,7,9,"C","00118496","03",660,"STF","",2,NA,1,"Private","SF",2,"","2C",103500,"10350","103","50","103-50","","Creel Sampler","N_A",6,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEOC"
"145","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,1,2,12,"D","00111467","01",930,"STF","",2,NA,2,"Charter","SF",1,"","2C",103500,"10350","103","50","103-50","","Catch Sampler","LEGAL",6,93,19.1564901234037,16.5216570328072,21.9738038536336,NA,"SSEI","SSEOC"
"146","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,1,2,12,"D","00111469","01",790,"STF","",2,NA,2,"Charter","SF",2,"","2C",103500,"10350","103","50","103-50","","Catch Sampler","LEGAL",6,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEI","SSEOC"
"147","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-12,1,NA,12,9,24,1,2,12,"D","00111469","02",820,"STF","",2,NA,2,"Charter","SF",2,"","2C",103500,"10350","103","50","103-50","","Catch Sampler","LEGAL",6,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEI","SSEOC"
"148","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,2,7,9,"C","00118494","01",720,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"149","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,2,7,9,"C","00118494","02",670,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEO","SSEOC"
"150","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,2,7,9,"C","00118494","03",600,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,60,4.63064233543596,3.99373183786951,5.31166334436644,NA,"SSEO","SSEOC"
"151","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,2,7,9,"C","00118494","04",620,"STF","",5,NA,1,"Private","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,62,5.14968021090387,4.44137990441386,5.90703527287044,NA,"SSEO","SSEOC"
"152","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,1,10,"C","00118157","01",1110,"STF","",7,NA,2,"Charter","SF",2,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,111,33.9842459384742,29.3099650456363,38.9822535106963,NA,"SSEO","SSEOC"
"153","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,1,10,"C","00118157","02",820,"STF","",7,NA,2,"Charter","SF",2,"","2C",104300,"10430","104","30","104-30","","Creel Sampler","LEGAL",6,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEO","SSEOC"
"154","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,2,10,"C","00118157","03",770,"STF","",6,NA,2,"Charter","SF",6,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEO","SSEOC"
"155","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,2,10,"C","00118157","04",780,"STF","",6,NA,2,"Charter","SF",6,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"156","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,2,10,"C","00118157","05",800,"STF","",6,NA,2,"Charter","SF",6,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEO","SSEOC"
"157","Marine Boat","CRAIG_KLAWOCK","200","B",760,2014,2014-06-13,1,NA,12,9,24,1,5,12,"D","00111476","01",670,"STF","",3,NA,2,"Charter","SF",1,"","2C",103700,"10370","103","70","103-70","","Catch Sampler","LEGAL",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEI","SSEOC"
