"","Index","Area_name","Year","DATE","WK","WD","Site","snum","AREA","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"240",240,"Sitka",2007,2007-06-11,24,2,"D",81,"D 81",200,10,"A",3401,2,850,3,1,1
"241",241,"Sitka",2007,2007-06-11,24,2,"D",81,"D 81",200,10,"A",3401,3,750,3,1,1
"242",242,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,1,1190,10,2,1
"243",243,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,2,1100,10,2,1
"244",244,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,3,1290,10,2,1
"245",245,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,4,1510,10,2,1
"246",246,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,5,760,10,2,1
"247",247,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,6,640,14,2,1
"248",248,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,7,650,14,2,1
"249",249,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,8,690,14,2,1
"250",250,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,9,710,14,2,1
"251",251,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,10,760,14,2,1
"252",252,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,9,"C",2543,11,810,14,2,1
"253",253,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1016,1,874.09894,10,1,0
"254",254,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1016,2,813.91894,10,1,0
"255",255,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,1,1134.87894,9,2,1
"256",256,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,2,1114.81894,9,2,1
"257",257,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,3,1004.48894,9,2,1
"258",258,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,4,1215.11894,9,2,1
"259",259,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,5,793.85894,9,2,1
"260",260,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,6,773.79894,9,2,1
"261",261,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,7,773.79894,9,2,1
"262",262,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,8,813.91894,9,2,1
"263",263,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,9,1606.28894,9,2,0
"264",264,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,10,1355.53894,9,2,0
"265",265,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,11,1505.98894,9,2,0
"266",266,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,12,803.88894,9,2,0
"267",267,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,13,703.58894,9,2,0
"268",268,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,14,673.49894,9,2,0
"269",269,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,15,803.88894,9,2,0
"270",270,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,16,653.43894,9,2,0
"271",271,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,17,703.58894,9,2,0
"272",272,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,18,763.76894,9,2,0
"273",273,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,19,833.97894,9,2,0
"274",274,"Sitka",2007,2007-06-12,24,2,"D",81,"D 81",200,13,"D",1018,20,864.06894,9,2,0
"275",275,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,1,1285.32894,9,2,1
"276",276,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,2,713.61894,9,2,1
"277",277,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,3,653.43894,9,2,1
"278",278,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,4,894.15894,9,2,1
"279",279,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,5,793.85894,9,2,1
"280",280,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,6,683.52894,9,2,1
"281",281,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,7,1215.11894,9,2,1
"282",282,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,8,1425.74894,9,2,1
"283",283,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,9,583.22894,14,2,1
"284",284,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,10,753.73894,14,2,1
"285",285,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,11,783.82894,14,2,1
"286",286,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,12,583.22894,14,2,1
"287",287,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,13,1034.57894,14,2,1
"288",288,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,14,773.79894,14,2,1
"289",289,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,15,703.58894,14,2,1
"290",290,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,16,703.58894,14,2,1
"291",291,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,17,663.46894,14,2,1
"292",292,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,18,944.30894,14,2,1
"293",293,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,19,793.85894,13,2,1
"294",294,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1059,20,1064.66894,13,2,1
"295",295,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1034,1,713.61894,13,2,1
"296",296,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1034,2,884.12894,13,2,1
"297",297,"Sitka",2007,2007-06-13,24,2,"D",81,"D 81",200,13,"C",1034,3,1285.32894,13,2,1
"298",298,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,1,770,14,1,0
"299",299,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,2,870,14,1,0
"300",300,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,3,780,14,1,0
"301",301,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,4,795,14,1,0
"302",302,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,5,810,14,1,0
"303",303,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,6,720,14,1,0
"304",304,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,7,750,14,1,0
"305",305,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,8,780,14,1,0
"306",306,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,9,850,14,1,0
"307",307,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,10,810,14,1,0
"308",308,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,9,"A",2557,11,790,14,1,0
"309",309,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,1,693.55894,14,1,0
"310",310,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,2,693.55894,14,1,0
"311",311,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,3,723.64894,14,1,0
"312",312,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,4,653.43894,9,2,1
"313",313,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,5,713.61894,9,2,1
"314",314,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,6,623.34894,9,2,1
"315",315,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,7,663.46894,9,2,1
"316",316,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,8,924.24894,9,2,1
"317",317,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,9,733.67894,9,2,1
"318",318,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,10,633.37894,9,2,1
"319",319,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,11,703.58894,9,2,1
"320",320,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,12,1295.35894,14,1,0
"321",321,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,13,743.70894,14,2,1
"322",322,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,14,763.76894,14,2,1
"323",323,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,15,733.67894,14,2,1
"324",324,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,16,703.58894,14,2,1
"325",325,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,17,633.37894,14,2,1
"326",326,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,18,713.61894,14,2,1
"327",327,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,19,743.70894,14,2,1
"328",328,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1031,20,1285.32894,14,2,1
"329",329,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,1,683.52894,9,2,0
"330",330,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,2,683.52894,9,2,0
"331",331,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,3,663.46894,9,2,0
"332",332,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,4,673.49894,9,2,0
"333",333,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,5,673.49894,9,2,0
"334",334,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,6,653.43894,9,2,0
"335",335,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,7,583.22894,9,2,0
"336",336,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,8,783.82894,9,2,0
"337",337,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,9,773.79894,9,2,0
"338",338,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,10,613.31894,9,2,0
"339",339,"Sitka",2007,2007-06-14,24,2,"D",81,"D 81",200,13,"A",1029,11,904.18894,9,2,0
"340",340,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,1,680,14,2,1
"341",341,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,2,900,14,2,1
"342",342,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,3,870,10,2,1
"343",343,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,4,810,10,2,1
"344",344,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,5,730,10,2,1
"345",345,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,6,810,10,2,1
"346",346,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,7,1220,10,2,1
"347",347,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,8,880,10,2,1
"348",348,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,9,1430,10,2,1
"349",349,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,10,670,9,2,1
"350",350,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,11,830,9,2,1
"351",351,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,12,760,9,2,1
"352",352,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,13,1260,9,2,1
"353",353,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,14,860,9,2,1
"354",354,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1023,15,1290,9,2,1
"355",355,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,1,1640,9,2,0
"356",356,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,2,1520,9,2,0
"357",357,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,3,1070,9,2,0
"358",358,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,4,1120,9,2,0
"359",359,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,5,890,14,2,0
"360",360,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,6,720,14,2,0
"361",361,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,7,780,10,2,1
"362",362,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,8,790,10,2,1
"363",363,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,9,690,10,2,1
"364",364,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,10,760,10,2,1
"365",365,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,11,640,10,2,1
"366",366,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,12,650,10,2,1
"367",367,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,13,700,10,2,1
"368",368,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,14,980,10,2,1
"369",369,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,15,740,10,2,1
"370",370,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,16,860,10,2,1
"371",371,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,17,800,14,2,1
"372",372,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,18,820,14,2,1
"373",373,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,19,620,14,2,1
"374",374,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,13,"D",1024,20,670,14,2,1
"375",375,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,9,"A",2556,1,750,14,2,0
"376",376,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,9,"A",2556,2,710,14,2,0
"377",377,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,1,1575,10,2,1
"378",378,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,2,1400,10,2,1
"379",379,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,3,1300,10,2,1
"380",380,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,4,780,10,2,1
"381",381,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,5,690,10,2,1
"382",382,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,8,"A",3046,6,610,10,2,1
"383",383,"Sitka",2007,2007-06-17,25,1,"D",81,"D 81",200,7,"A",13515,1,765,3,1,0
"384",384,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1010,1,1130,14,2,1
"385",385,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1010,2,850,14,2,1
"386",386,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1010,3,1140,14,2,1
"387",387,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,1,1130,9,2,0
"388",388,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,2,730,98,2,0
"389",389,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,3,730,98,2,0
"390",390,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,4,750,98,2,0
"391",391,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,5,710,98,2,0
"392",392,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,6,1225,98,2,0
"393",393,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,7,1360,98,2,0
"394",394,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,8,1335,98,2,0
"395",395,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,9,1600,98,2,0
"396",396,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,10,1730,98,2,0
"397",397,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,11,1740,98,2,0
"398",398,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,12,1380,98,2,0
"399",399,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,13,1430,98,2,0
"400",400,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,14,800,98,2,0
"401",401,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,15,790,98,2,0
"402",402,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,16,690,98,2,0
"403",403,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,17,800,98,2,0
"404",404,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,18,1180,10,2,1
"405",405,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,19,810,10,2,1
"406",406,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1011,20,1010,14,2,1
"407",407,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,1,1160,98,2,0
"408",408,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,2,1350,98,2,0
"409",409,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,3,790,98,2,0
"410",410,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,4,810,98,2,0
"411",411,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,5,740,98,2,0
"412",412,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,6,1320,98,2,0
"413",413,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,7,1220,98,2,0
"414",414,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,8,810,98,2,0
"415",415,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,9,820,10,2,1
"416",416,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,10,740,10,2,1
"417",417,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,11,740,10,2,1
"418",418,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,12,670,10,2,1
"419",419,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,13,680,10,2,1
"420",420,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,14,590,10,2,1
"421",421,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,15,680,10,2,1
"422",422,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,16,580,10,2,1
"423",423,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,17,1150,9,2,0
"424",424,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,18,1260,9,2,0
"425",425,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,19,790,9,2,0
"426",426,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,13,"D",1012,20,1090,9,2,0
"427",427,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,1,915,9,2,0
"428",428,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,2,780,9,2,0
"429",429,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,3,945,9,2,0
"430",430,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,4,900,9,2,0
"431",431,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,5,780,9,2,1
"432",432,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,6,710,9,2,1
"433",433,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,7,725,9,2,1
"434",434,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,8,905,9,2,1
"435",435,"Sitka",2007,2007-06-18,25,2,"D",81,"D 81",200,9,"C",2559,9,860,9,2,1
"436",436,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,1,660,14,2,1
"437",437,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,2,960,14,2,1
"438",438,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,3,700,14,2,1
"439",439,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,4,710,14,2,1
"440",440,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,5,770,14,2,1
"441",441,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,6,740,14,2,1
"442",442,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,7,660,14,2,1
"443",443,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,8,720,14,2,1
"444",444,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,9,680,13,2,0
"445",445,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,10,650,96,2,1
"446",446,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,11,720,96,2,1
"447",447,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,12,770,96,2,1
"448",448,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,13,750,96,2,1
"449",449,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,14,640,96,2,1
"450",450,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,15,1090,96,2,1
"451",451,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,16,1470,96,2,1
"452",452,"Sitka",2007,2007-06-19,25,2,"D",81,"D 81",200,13,"D",1040,17,1500,96,2,1
"453",453,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,1,1490,98,2,0
"454",454,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,2,1495,98,2,0
"455",455,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,3,1730,98,2,0
"456",456,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,4,1020,98,2,0
"457",457,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,5,1340,10,2,0
"458",458,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,6,1100,10,2,0
"459",459,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,7,1200,10,2,0
"460",460,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,8,1130,9,2,0
"461",461,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,9,1070,9,2,0
"462",462,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,10,720,9,2,0
"463",463,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,11,720,9,2,0
"464",464,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,12,1130,9,2,0
"465",465,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,13,860,14,2,1
"466",466,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,14,710,14,2,1
"467",467,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,15,640,14,2,1
"468",468,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,16,1380,14,2,1
"469",469,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,17,1140,14,2,1
"470",470,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,18,920,14,2,1
"471",471,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,19,700,9,2,1
"472",472,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1027,20,760,9,2,1
"473",473,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,1,1410,10,2,1
"474",474,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,2,870,10,2,1
"475",475,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,3,860,10,2,1
"476",476,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,4,1985,14,2,0
"477",477,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,5,910,10,2,0
"478",478,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,6,900,10,2,0
"479",479,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,7,970,10,2,0
"480",480,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,8,755,9,2,1
"481",481,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,9,"A",17752,9,860,10,2,0
"482",482,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1026,1,690,9,2,1
"483",483,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1026,2,720,9,2,1
"484",484,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1026,3,920,9,2,1
"485",485,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1026,4,640,9,2,1
"486",486,"Sitka",2007,2007-06-20,25,2,"D",81,"D 81",200,13,"D",1026,5,680,9,2,1
